776	2773
831	2737
2395	1676
2434	1785
147	1066
234	1411
185	2773
75	1206
618	2451
2931	1688
117	1253
3260	1762
2826	1768
3257	1458
3368	1720
394	2733
240	1344
2934	1776
3021	1118
417	2340
56	1269
93	1072
2315	2023
71	1459
228	1270
2295	1701
3222	1680
3025	1895
120	2364
88	1303
382	2341
910	2568
56	1045
2279	1316
3090	1638
147	1333
3054	1821
2878	1754
96	1160
11	1325
200	1338
3355	1734
228	1229
3096	1926
677	2586
3378	1988
2565	2002
3349	1138
562	2774
67	1567
685	2316
3112	1769
83	1076
3263	1937
82	1063
129	1072
224	1119
148	1307
197	2307
248	1527
169	1128
2609	1878
13	1048
142	1120
2257	1798
3025	1962
2465	1678
150	1270
3001	1142
287	2177
719	2427
908	2379
2187	1277
2363	1222
2822	1642
84	1536
219	1064
222	1178
2271	1339
5	2361
484	2337
176	1432
71	1285
189	1143
3160	1780
3276	1924
2424	1822
218	1465
3004	1872
2204	1424
2913	1340
914	2194
148	1214
497	2346
3032	2023
2211	1238
3282	1724
2977	1962
3117	1465
3292	1902
140	1045
165	1168
126	1152
142	2773
3351	1330
183	1528
2823	1881
2799	1893
58	1576
3230	2031
142	1403
619	2356
2353	1673
342	2361
345	2309
2344	2021
9	1090
2424	1696
859	2756
2861	2117
3147	1708
2673	1660
2245	1109
699	2734
231	1128
102	1390
2692	1728
3181	1776
2484	1662
2969	1958
2374	1693
195	2774
214	1581
3137	1654
130	1189
3024	1944
2447	1085
3088	1709
123	1554
37	1277
9	1308
2375	1925
2806	1330
3203	1080
2329	1343
3075	1321
904	2434
2726	1841
3115	1894
147	1246
2873	1138
347	2430
2499	1723
3295	1671
3123	1025
2306	1340
89	1399
91	1128
2597	1906
3187	1324
2573	1842
1008	2309
2551	1816
205	1092
229	1229
98	1481
0	1031
2600	1856
3238	1671
3106	1957
112	1554
108	1460
876	2736
3247	1828
592	2338
2825	1673
135	1352
189	1210
3383	2024
196	1540
104	1190
207	1076
165	2327
79	1362
183	1348
3299	1714
114	1288
305	2243
224	1143
168	1180
2256	1642
3253	1193
3022	1629
196	2774
230	1461
166	1230
50	2773
3142	1961
3253	1800
155	1174
130	1132
144	1213
945	2733
363	2445
196	1409
3054	1091
3014	1109
3386	1857
2740	1326
49	1437
236	2414
105	1153
264	1075
56	1201
3034	1637
3242	1662
203	1092
706	2612
131	1106
2801	1869
346	2737
63	1163
678	2648
3303	1651
230	1125
3052	1413
51	1178
262	1241
2909	1665
2788	1338
839	2411
805	2413
931	2636
2946	1922
909	2541
178	1241
2990	1974
2863	1773
262	1216
918	2311
155	1448
147	1176
3279	1682
2931	2032
2470	1798
1	1054
2615	1934
144	1285
234	1230
3261	1681
899	2476
717	2487
2333	1242
3106	1704
224	1046
3196	1251
3256	1880
3161	1641
746	2734
3026	1634
3222	1832
94	2585
82	1537
259	1580
75	1035
168	1117
3056	1768
2592	1855
214	1265
3073	1761
3116	1342
3055	1766
2978	1694
23	2326
224	1129
3091	1692
235	2480
2225	1865
3170	1634
447	2568
825	2413
3296	1698
3055	1797
2567	1140
2348	1850
912	2359
3030	1240
3124	1909
659	2435
136	2517
3035	1251
3262	1695
339	2340
3287	2155
3293	1687
217	1219
122	1086
398	2388
848	2468
44	1375
160	1369
2998	1820
2625	1374
196	1252
87	1148
2958	1899
3342	1246
909	2585
161	1523
831	2755
2355	1684
74	1248
88	2734
3289	1864
207	1098
3364	1629
75	1087
211	1149
2469	1732
3199	1827
191	1327
182	1379
2822	1665
182	1272
89	1222
865	2174
29	1155
250	1146
3299	1790
2837	1667
204	1204
3164	1691
319	2257
918	2301
90	1373
69	1039
2977	1944
178	1307
189	1025
257	1251
2826	1667
3352	2084
708	2488
2244	1777
2919	1907
287	2178
122	1075
3114	2097
2220	1895
129	1057
577	2570
180	1352
561	2359
709	2278
213	1540
2832	1951
2602	1877
877	2326
81	2737
2828	1794
163	1258
44	1143
2294	1840
227	1310
694	2432
3207	1655
44	2738
3284	1692
2476	1211
2519	1880
3021	1676
2382	1833
2791	1760
2832	1777
3288	1714
2353	1694
54	1042
99	1064
28	1081
3211	1642
3189	1653
21	2737
2608	1064
16	2601
2942	2079
261	1125
2319	1186
2484	1738
2557	1112
961	2308
871	2358
3260	1624
2220	1242
2940	1672
177	1179
2306	2137
60	1069
870	2370
87	1079
178	1230
100	1436
2331	2112
2790	1753
75	1537
3280	1662
2749	1306
56	1255
193	1425
396	2231
263	1314
2327	1968
2944	1762
2333	1639
3006	1458
197	1128
848	2417
193	1219
3160	1211
2831	1887
2658	2044
64	1083
165	2325
133	2325
2319	1653
69	1377
2865	1802
523	2257
234	1051
3224	1631
49	1459
209	1088
2489	1085
2812	1623
183	1226
2890	2128
3393	1886
153	1151
2943	2079
59	1088
256	1436
2932	2003
578	2608
211	1403
288	2325
2382	1643
3032	2090
860	2451
5	1239
91	2438
189	1204
265	1247
3278	2015
230	1607
3189	1701
228	1143
2227	1649
197	1281
65	1384
2570	1171
189	1160
3244	1098
94	1172
2692	1138
3187	1316
2187	1633
2865	1812
471	2568
239	1032
2268	2001
230	1106
3215	2012
3305	1098
3145	1817
2795	1639
199	1102
677	2583
191	1608
3247	1911
2860	1713
133	1403
91	2315
201	1234
44	2749
130	1621
3276	1079
116	1141
142	1037
2635	1846
53	2339
2790	1203
216	1375
3069	1738
187	1184
895	2733
2205	1923
2565	2009
364	2365
2462	1966
39	1210
682	2438
102	2509
66	2609
2973	1918
3098	1976
182	1031
3394	1684
2483	1306
339	2244
97	1026
261	1134
87	1569
30	1070
387	2736
2804	1678
3120	1899
158	1129
3055	1909
792	2487
130	1336
57	1032
65	1349
3031	1832
2238	1720
3051	1681
135	1247
202	1521
196	1335
2499	1238
596	2736
217	1056
92	1221
87	1065
194	1069
59	1214
2828	1532
792	2204
2589	1773
59	1377
210	1205
2913	1637
3269	1798
2372	1682
211	1075
183	1026
3327	1825
135	2490
558	2395
2582	1984
3159	1862
2354	1753
34	1168
3216	1098
3055	2028
44	2309
203	1106
996	2733
250	1152
2245	1883
217	1239
922	2511
649	2290
2188	1833
60	1117
2494	1381
90	1194
3279	1681
3113	1264
10	2754
880	2559
147	1222
241	2570
230	1485
3222	1321
84	1295
3223	1881
3096	1314
81	1136
74	1057
197	1346
3010	1083
3051	1678
14	2736
200	1313
2456	1708
44	1272
219	1416
9	1070
61	1189
2465	1772
242	1324
40	1091
251	1435
558	2340
492	2351
82	2737
3342	1802
3334	1786
205	2524
224	1128
2892	1698
0	2364
3018	1832
2211	2031
2492	1692
2327	1972
383	2465
149	1308
262	1186
19	1153
2813	1299
219	1116
199	1122
2220	1951
3307	1917
144	1561
2809	1306
447	2658
69	1368
3259	1880
123	1566
2895	1674
34	1135
918	2282
2608	1914
3025	2095
96	1529
3264	2050
145	1125
75	1211
91	1055
2355	2126
2565	2160
3210	1674
2703	1927
3313	1738
192	1605
160	1361
3134	1882
2224	1692
1006	2326
368	2257
201	2736
44	1367
2333	1806
2220	1316
2965	1222
328	2371
2372	2045
2582	1327
2893	1777
2888	1172
3355	1704
3092	1926
763	2756
328	2369
2892	1711
116	1065
831	2754
79	1496
130	1506
3146	2167
2608	1813
214	1216
194	2583
75	1522
50	1532
161	1413
481	2361
51	1069
2320	1662
905	2326
266	1172
2821	1895
117	1381
899	2568
2921	1300
3022	1991
2582	1914
116	1424
2214	1773
2578	1242
2327	1306
230	2327
2933	2074
2960	1882
2224	1240
612	2568
136	1025
330	2337
2564	1931
1	1108
2597	1169
2578	1325
908	2774
501	2567
3070	1692
624	2569
2854	1242
183	1357
745	2486
2185	1628
337	2583
979	2570
2374	1690
525	2568
59	1340
25	1331
2921	1915
2821	1839
3042	1628
102	1620
3189	1909
2203	1109
942	2326
3041	1686
124	1413
87	1432
144	1120
3063	1339
735	2278
3311	1916
2467	1773
178	1082
2797	1799
3338	2081
235	2568
2874	1701
571	2299
2337	1673
97	2773
3357	1683
2885	1718
3014	1153
150	1169
471	2569
2592	1263
2600	1975
3208	1672
2333	1729
2597	1098
3262	1810
3253	1975
168	1425
643	2594
261	2326
3042	1672
17	1407
2295	1810
3050	1079
69	1448
3084	1630
549	2568
2962	1117
106	1258
25	1422
149	1147
103	1485
67	1163
2946	1837
2467	1669
53	1109
906	2542
129	1061
3179	1978
791	2733
2225	1870
139	1025
2983	1238
2972	1666
264	1131
3368	1683
2519	1638
3116	1847
289	2179
2940	2038
436	2309
2822	1161
2467	1251
3034	2129
45	1120
3039	1910
2810	1799
299	2227
3135	1689
104	1185
160	1197
44	1413
2658	1886
2878	1595
60	1309
29	2734
2487	1976
2944	1749
406	2375
2339	1075
2545	1914
421	2748
871	2359
184	2738
45	1184
3064	1682
2220	1953
175	1194
44	1166
3297	2057
3071	1374
3108	1892
189	1050
129	1606
2578	1686
3259	1800
3053	1682
3238	1424
3391	1687
52	1173
555	2278
794	2736
2913	1172
136	1247
2344	1919
78	1482
3144	1091
2968	1803
521	2329
936	2278
135	1257
2578	1676
2678	2015
83	1266
41	2733
132	1088
3200	1240
349	2338
2887	2057
3132	1211
3363	1940
102	1145
2648	1803
885	2583
3221	1861
2992	1881
165	1291
2987	1242
85	1161
2597	1805
2387	1917
165	1072
126	1124
85	1451
3386	1724
2336	2045
2865	1620
204	2327
35	1469
2809	1916
148	1216
2942	1222
2237	1718
2519	1263
670	2294
560	2326
935	2438
746	2486
92	1549
2924	1990
2885	1715
44	1323
835	2317
2876	1338
3108	1457
137	2568
351	2414
15	1086
539	2325
22	2388
156	1307
196	1244
162	1192
71	1043
3319	1783
21	1114
125	1361
56	1155
2458	1688
199	1200
2839	2078
206	1091
3295	1674
3043	1339
3336	1468
213	1145
729	2423
21	2738
74	1204
48	1272
2521	1810
3218	1948
3222	1086
2	2334
3351	1708
89	1245
177	1466
2521	1811
547	2278
921	2193
75	1510
223	1214
87	1464
222	1314
3172	1654
2903	1774
2500	1211
2578	1829
787	2326
135	1556
29	1293
224	2416
3009	1138
5	1217
3296	1306
3095	1959
101	2377
17	1105
2950	1711
3034	1823
18	1136
2284	1951
3180	1689
2227	1773
3103	1745
21	1266
3305	1712
2931	1242
136	1035
97	1219
84	1152
3351	1070
2465	1692
2867	1677
3200	2108
845	2342
2895	1675
3034	2131
2224	1154
203	1165
3263	1683
3230	1992
114	1062
2868	1677
840	2338
2454	2171
233	1413
2224	1179
137	1035
818	2184
3087	1779
3269	1936
102	1147
65	1208
2834	1639
3145	1820
2902	1200
56	1064
3253	1322
2302	2006
510	2343
71	2340
107	1028
10	1077
37	1154
218	2736
58	1316
3053	1685
863	2374
691	2455
2271	1667
45	1307
2974	1655
217	1034
1009	2752
125	1168
2270	1706
3387	2022
160	1233
322	2312
3084	1709
2857	1883
218	1095
3133	1673
2187	1837
2790	1756
2435	1242
2608	1138
177	1181
52	2462
969	2774
3039	1873
52	1255
2323	1080
3143	1109
28	1464
2640	1131
262	1178
2270	1724
3334	1789
2600	1974
2951	1639
2483	1911
737	2570
149	1535
3253	1634
49	1045
31	1263
210	1529
178	1401
2808	1676
479	2570
3125	1229
2434	1242
2844	1919
203	1190
475	2356
97	1226
2220	1470
3184	1871
3113	1665
3210	1868
2986	1211
3182	2078
128	2260
2897	1781
2277	1338
65	1030
17	1438
102	1239
244	2334
2260	1327
137	2553
3393	1873
2173	1640
2838	1762
96	1145
82	1028
563	2367
5	2738
2886	1644
2981	1098
983	2569
2482	1692
319	2509
259	1529
2421	1674
3309	1098
2833	2062
217	1232
3222	1565
232	1083
217	1037
2323	1684
163	1058
385	2394
2841	1338
150	1070
2922	1901
2892	1986
2337	1692
63	1073
119	1211
3037	1997
2236	1736
2874	1805
136	1526
2811	1677
52	1102
89	2357
885	2569
2597	1702
3081	1685
282	2174
2554	1847
211	1229
194	1117
598	2738
2678	1908
3	1075
49	1094
2901	1885
2397	1965
2881	1289
150	1175
2187	1834
168	1161
19	1171
2202	1079
3173	1626
9	1098
3026	1045
539	2504
71	1419
220	1128
669	2270
699	2735
209	1144
135	1232
224	1270
3196	1834
581	2347
2308	1682
2600	1969
2805	1975
22	2278
2922	1638
47	1143
289	2177
2749	1709
2899	1948
56	1554
2383	1680
33	1172
3008	2090
2276	2007
155	1527
129	1335
2927	2039
2985	2114
239	1117
12	1342
60	1250
81	1307
178	1026
2694	1322
259	1181
144	1582
2608	1991
2311	1702
2796	1211
3383	1681
3341	1316
2933	1183
3051	1868
3150	1642
3382	1662
99	1028
3260	1740
2807	1660
158	1575
3150	1080
81	2339
138	1368
2816	1066
3141	2049
148	1550
2726	1064
145	1439
2268	1722
2270	2160
2801	1929
670	2249
65	1408
85	1034
3120	1282
32	1240
222	1138
2720	1138
2531	1037
3159	1266
3076	1163
534	2333
2397	1687
910	2570
85	1042
195	1377
915	2310
731	2747
3143	1777
478	2413
3184	1923
2337	1643
183	1351
2889	1098
135	1598
483	2421
3044	1801
101	2455
3302	1963
71	1315
15	1309
3110	1772
2319	1701
224	2767
2726	1626
138	1512
183	1180
935	2733
528	2583
3110	1863
2946	1229
2726	1079
151	1259
3185	1765
611	2340
2791	1282
238	1462
2188	1837
2835	1655
261	1114
71	1335
2565	1660
3221	1692
2804	1697
114	2733
2853	1876
86	1385
165	1150
2397	1697
3346	2110
3027	1989
3180	1678
254	2570
147	1138
2602	1698
624	2570
191	1145
898	2562
794	2278
2521	1765
3119	1893
128	1477
719	2397
2834	1807
89	1407
498	2534
3221	1857
2761	1767
51	1176
694	2737
3138	1098
84	1089
2698	2163
3372	1692
2964	1721
2882	1974
3002	1811
2580	1154
2994	1910
2323	1079
2957	1928
90	1278
108	1154
3270	1306
2817	1171
527	2583
692	2441
3116	1720
16	1383
71	2400
615	2357
99	1373
207	1320
165	1177
69	1542
2302	1338
2578	1682
2192	1799
458	2347
3209	1216
168	1110
2859	1085
69	1438
2551	1821
2344	1120
3393	1856
256	1108
799	2278
184	1029
89	2369
180	2309
3247	1306
108	1392
618	2511
3243	1701
475	2364
3176	1667
3209	1684
79	1489
934	2584
38	1325
242	1122
221	1172
3222	1164
2938	1077
3253	1136
202	1120
2173	1908
926	2572
2196	1643
263	1071
56	1140
3218	2008
2519	1330
2759	1652
52	1234
583	2356
2309	1053
229	1147
144	1438
897	2452
153	1454
3004	1993
89	1246
19	1105
2258	2129
3116	2114
2796	1229
902	2509
324	2568
782	2326
127	1082
2609	1630
3160	1339
3047	1664
2811	1630
520	2784
172	1116
242	1147
3217	1163
69	1070
2329	1085
413	2749
397	2748
240	2478
103	1606
376	2475
2996	1127
2858	1118
126	1530
116	1314
699	2733
23	1330
148	1549
2236	1729
2856	1859
3238	1686
2892	1322
565	2406
813	2339
693	2340
3256	1859
139	2400
882	2504
482	2357
3000	1786
2210	1203
3371	1676
145	1094
3134	1713
591	2308
3064	1424
3383	1676
889	2180
70	1302
3185	1903
74	1559
758	2440
3116	1631
116	1272
123	1137
9	1092
2973	2150
2467	1903
160	1068
3064	1680
3105	2032
2918	2138
123	1622
418	2427
259	1484
3222	1839
3219	1208
724	2735
149	1552
2917	2110
667	2690
2326	1643
2188	1936
2500	1639
64	1125
136	1522
228	1232
2434	1267
52	1178
3126	1127
2686	1986
2790	1405
2945	1658
2306	1339
123	1383
44	1515
904	2732
2483	1709
101	2339
3175	1908
3055	1782
228	1091
917	2773
2816	2014
113	1147
680	2624
165	1379
2726	1140
344	2417
902	2346
2524	2048
2977	2134
603	2355
147	1122
3276	1909
813	2373
101	1489
12	1134
3253	1110
559	2368
179	1459
981	2568
2600	1694
3253	1179
2931	1691
2808	1672
418	2373
127	1051
222	1086
523	2568
3060	1374
566	2473
19	1070
3107	1718
82	1581
2565	1563
377	2412
261	2447
2519	1646
664	2689
2205	1786
205	1346
2448	1874
2870	1634
128	1537
51	1095
51	2325
130	1335
192	1082
3114	1327
2867	1681
3076	1737
3227	1931
30	2326
2344	1720
144	1215
2347	1671
191	2504
60	1231
3133	1683
349	2244
2904	2162
92	2699
2698	1684
3303	1896
84	1026
3203	1455
117	1413
2720	1977
117	1240
102	1175
2884	2130
90	1219
3220	1970
3087	2158
2988	1804
2434	1077
3103	1085
575	2425
78	1215
22	2260
63	1227
94	1149
2339	1685
89	1435
195	1128
58	2583
928	2633
2344	1678
3038	1651
126	1227
3245	2140
3289	1692
51	1483
9	1190
443	2365
2489	1670
607	2358
2569	2004
2173	1196
3368	1693
148	1058
2694	1733
75	1514
258	1030
257	1301
178	1335
2735	2059
417	2393
460	2734
65	1061
575	2733
2424	1676
2220	1078
524	2567
3098	1085
235	1035
2960	1145
4	1200
31	1151
2383	1844
2991	1666
3003	1171
2891	1338
22	1153
2260	1911
654	2345
117	1151
2422	1841
2766	1667
233	1143
3071	1699
3199	1836
2564	1878
156	1403
688	2479
3123	1850
808	2397
3033	1240
150	1291
147	1617
82	1033
2955	1675
71	2455
2234	1211
195	1410
2692	1766
83	1172
147	1155
3088	1756
68	1293
2965	1925
96	1499
3262	1929
183	1350
2978	1246
98	1434
103	1065
3301	1722
219	1459
94	1548
2937	1692
2300	1698
609	2356
2798	1702
88	1246
182	1084
2859	1910
2258	1638
90	1311
2863	1642
2425	1216
123	1068
103	1122
3181	1924
2173	1712
168	2343
2318	1909
182	1309
174	1114
16	1070
2886	1656
72	2321
164	1186
2597	1866
52	1257
223	2278
90	1143
607	2359
243	2325
3291	1908
2845	1667
105	1255
479	2429
9	1136
107	2326
191	1127
655	2303
74	1270
538	2438
226	1310
2813	1630
147	2330
193	1267
65	1283
71	1593
2359	1211
148	1266
2209	1314
498	2261
2847	1327
294	2178
2565	2107
170	1027
3333	1984
2348	1634
2335	1864
130	1258
368	2326
2544	1900
248	1134
211	1534
89	2734
3247	1936
2580	1798
2990	2065
2578	1670
82	1262
2832	1386
175	1145
2791	1208
32	1136
3154	1246
65	2327
392	2752
3259	1169
249	1353
183	1616
878	2378
191	1200
182	1249
3106	1977
262	1481
2485	1668
941	2509
86	1091
3160	1778
9	1108
921	2417
375	2737
1	1065
51	1394
90	1114
111	2640
2624	1780
2494	1773
160	1168
2841	1874
2919	1586
2372	1216
3235	1694
155	2640
248	1482
178	1035
26	1229
175	2734
3148	1457
89	1238
2834	1687
3262	1690
753	2782
102	1448
3394	1503
256	1416
2517	1053
3222	1677
92	1226
2462	2145
319	2259
2400	1234
3323	1677
2971	1692
2318	1779
250	1064
3184	1762
2969	1085
3112	1216
3045	1961
2884	1802
90	1596
2334	1086
3193	2107
2482	1229
230	1181
2868	2045
712	2278
230	1232
104	2508
324	2737
82	1478
227	1472
223	1155
207	2737
150	1519
155	1617
646	2297
2957	1616
191	1318
161	1517
803	2748
3028	1819
2956	1677
3305	1251
902	2734
101	1178
2861	1438
3351	1880
264	1189
224	2583
189	1215
2828	1737
3222	1635
2210	1901
64	1530
625	2278
3370	1687
164	1407
144	1448
2813	1917
3166	2083
562	2426
3112	1802
3253	2133
3333	1624
61	2392
262	1145
244	1116
187	1499
799	2311
2375	2112
99	1151
189	1413
3027	1822
2323	1246
107	1030
2374	1967
2565	2033
587	2245
160	2509
2565	1042
119	1210
223	1555
586	2345
2311	1833
266	1424
164	1444
3064	1330
3272	1768
2854	1692
96	1419
3164	1035
3368	1677
3323	2081
2268	1798
2625	1877
136	1280
201	2749
189	1132
196	1406
901	2585
3171	1246
2832	1327
3028	1867
3302	1729
2865	1917
142	1423
165	1612
2896	1646
175	1517
261	1203
3357	1685
3062	1172
873	2570
3024	1674
3184	1851
2920	1923
170	1381
424	2736
97	1172
3254	1138
2804	1696
2569	1670
3227	1824
3221	1636
33	1034
2887	1842
62	1583
2612	1109
3180	1679
2238	1634
238	1327
3025	1700
44	1342
3188	2077
210	1084
3175	1946
147	1555
2881	2062
64	1404
2736	1637
3032	1667
32	1166
145	1109
3106	1852
2578	1196
149	1543
153	1035
84	1518
779	2586
645	2329
200	1373
91	1155
2424	1687
3036	2131
39	1232
3057	1732
211	1163
3172	1586
3042	1676
2315	1669
2569	2030
410	2449
164	1351
3312	1662
2833	1638
3326	1049
17	1037
3113	1216
148	1171
2822	1242
2557	1712
3005	1753
3106	1127
245	1128
189	2278
479	2430
104	1109
227	1334
2816	1343
358	2364
44	1348
2545	1322
136	1033
2333	2117
3150	1709
659	2354
550	2363
3034	1803
3177	1070
173	1072
2597	1322
393	2444
65	1550
126	1556
746	2568
0	2369
3066	1208
125	1415
3329	1860
2944	1902
3375	1822
3228	1628
3160	1842
193	1075
240	1161
3113	1823
3324	1340
2268	1732
2984	1681
130	1131
261	2325
580	2357
3344	1718
227	1222
2823	1857
3247	1780
525	2738
2609	1648
3062	1669
2308	1685
2887	1651
2993	1586
3354	1687
148	1226
208	1052
443	2370
300	2735
2220	1263
95	1277
2350	1630
65	1444
107	2734
2302	1940
2397	1773
31	1278
649	2326
618	2623
2237	1693
2944	1465
651	2673
195	1552
2602	1640
2326	1338
49	1121
2344	1694
2203	1321
165	1032
2946	1719
145	1383
90	1415
447	2317
3351	1841
3021	1680
3042	1663
2849	1098
17	2340
2948	1809
343	2363
78	1151
838	2578
61	1070
104	1449
240	1131
2919	1913
197	1249
2530	1987
2640	1667
3210	2101
211	1106
427	2737
3371	1696
568	2373
146	1598
182	1300
318	2685
165	1070
654	2227
3349	1229
2794	1793
2948	1639
215	2491
983	2736
2187	1938
2229	1662
124	2508
3018	1153
252	1384
2998	1701
104	1444
2658	1098
3293	1674
188	1161
3253	1651
141	1034
349	2341
2995	1921
3251	1822
3144	1678
48	2508
2892	1667
135	1211
2827	1940
936	2672
130	1313
759	2467
101	2427
929	2734
3044	1753
84	1521
128	1102
223	1234
2336	1729
2786	1672
197	1217
2955	1693
799	2658
2188	1238
35	1161
3169	1831
2229	1819
56	1281
168	2244
3025	2093
972	2736
181	1168
26	1343
2933	1468
2284	1145
2865	1704
156	1083
265	2506
3047	1171
238	1373
325	2569
120	2749
158	1336
57	1302
342	2238
165	1278
610	2338
3160	1672
3204	1630
102	1244
3184	1264
84	1125
207	1536
3276	1989
248	1125
2420	1631
100	1040
36	1061
3241	1098
2309	1829
223	1312
75	1217
2494	1667
56	1170
150	1139
258	1152
3218	2069
2373	1330
3210	1662
485	2568
84	1044
3028	1322
843	2428
189	1037
924	2613
147	1112
253	1580
136	1095
3247	2137
115	1037
150	1227
3268	1887
2882	1639
3346	1939
2198	1438
625	2570
2224	1677
2625	2045
203	1229
177	1089
2929	1652
2810	1773
51	2733
114	1083
344	2338
2377	1690
2344	1680
2726	2148
3025	1809
2815	1053
164	1263
2726	1836
3119	1266
3120	1825
3315	1894
212	1171
62	1172
150	1241
122	1327
165	1175
122	1140
3133	1091
65	1142
149	1374
3064	2132
2578	1936
2224	1687
231	1171
102	2770
39	1222
121	1373
61	1117
134	1075
2435	1783
203	1123
3004	1644
230	1312
248	1127
3091	1824
215	1564
277	2204
3028	1815
16	1078
3289	1862
183	1278
2648	1196
2977	1707
2375	1830
178	2431
2173	1314
2565	1665
564	2295
2890	1774
35	1084
2322	1626
242	1151
2224	1671
877	2504
153	1120
2867	1687
623	2422
3099	2149
3135	1687
766	2238
207	1382
3165	2110
60	1440
178	1170
81	1120
2308	1881
3042	1315
2802	1865
2251	2033
228	1417
194	2584
2833	1563
3084	1887
94	2478
2929	1976
30	2278
2471	1338
53	1116
211	1272
11	1182
3101	1737
175	2733
3222	1702
2227	2108
2467	1240
84	1065
674	2257
557	2289
3235	1697
3292	1784
51	1417
205	1372
2888	1637
259	1056
599	2356
3134	1053
16	1219
64	1178
1	1096
2830	1801
169	1227
167	1387
2484	1887
122	2776
200	1247
726	2278
3263	1908
3304	1853
65	1227
162	1387
3182	1704
224	1083
2824	1975
86	1156
3133	1695
3368	1676
2906	1243
86	1025
3297	2058
3280	1704
2565	2042
183	1070
141	2291
160	1045
175	1492
84	1488
3060	1899
2927	1921
2205	1127
114	1171
50	2187
3034	1313
3096	1812
164	1216
3196	1654
2	2342
3005	1998
3027	1326
126	2326
2600	1143
85	1143
694	2334
124	1114
44	1376
250	1321
502	2736
460	2748
3004	1885
3082	1243
945	2737
993	2665
2587	1314
3382	1665
3249	2027
183	1267
890	2509
242	1047
238	1197
329	2364
8	1272
3276	1326
139	1216
2339	1678
14	1322
106	1434
116	1248
833	2423
922	2637
264	1145
3158	1940
88	2465
2580	1264
442	2440
2678	1692
2203	1339
3042	1646
3304	1868
147	1535
81	1360
2925	1640
103	1276
71	1242
2579	1458
909	2640
160	1083
958	2504
199	1155
53	1495
216	1172
194	1459
2888	1995
2964	1973
3110	1865
383	2737
427	2395
496	2321
3268	1802
105	1072
3117	1079
553	2327
2726	1844
2910	1772
2339	1687
3042	1161
318	2296
262	1313
3160	1718
3144	1721
2842	1661
16	1063
2854	1805
3253	1342
256	1166
90	1087
145	1057
3080	1907
3020	1978
2496	1153
42	1440
158	1069
540	2494
2557	1709
822	2278
2227	1840
250	1025
74	1554
151	1131
2372	1693
2915	1639
3077	1327
81	2758
831	2308
970	2640
111	2658
256	1170
2308	1715
374	2342
37	1075
146	1124
3128	1887
2397	1720
2640	1098
2875	1684
2448	1193
3226	2146
3114	1813
2258	1077
2956	1671
2626	2045
3208	1753
65	1084
973	2329
130	1043
2573	2023
89	1229
3159	1913
218	1321
2737	1802
44	1132
859	2216
2898	2066
2934	1931
2865	1713
3269	1053
179	1407
22	2737
110	1268
155	1251
3375	2137
3044	1963
2224	1690
2428	1211
2573	1145
2830	1143
2458	1671
126	1102
75	1168
3089	1909
3098	1920
3111	1678
126	1091
183	1298
217	1223
3111	1680
108	1381
2726	1646
195	1153
69	1028
65	1291
3345	1661
64	1592
606	2359
2736	1946
3034	2092
419	2278
165	1399
2962	1339
248	1306
2347	1676
3150	1985
84	1579
61	1109
226	1079
255	1527
