Item,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63
toremifene,0.6877996,2.8450577,2.346079,3.3656197,0.0,3.9354606,1.8418646,1.673923,3.2513568,1.773426,0.0,2.320152,2.4717762,3.440924,0.0,0.0,4.544564,4.393059,3.6717057,2.1856482,0.0,0.88839626,0.0,3.1084516,0.42653424,0.0,2.26395,0.0,0.0,0.0,0.0,0.0,0.0,1.6698956,0.0,0.0,1.9416538,0.0,0.0,0.0,2.4755642,5.0963745,0.0,1.838024,1.0752606,4.589406,1.3788829,0.0,1.6262025,1.2156096,0.0,1.1106706,2.8315234,1.1133875,0.0,0.0,0.0,1.6432643,0.0,3.376856,5.657925,0.9788015,0.0,0.0
loratadine,0.8442648,2.983383,2.7341416,3.4676137,0.0,4.015306,2.0336456,1.8769323,3.4880292,1.6804142,0.0,2.019582,2.5745947,3.6083786,0.0,0.0,4.4882,4.605073,3.9395485,2.2423673,0.0,0.6433379,0.0,3.2064943,0.31204394,0.0,2.0880098,0.0,0.0,0.0,0.0,0.0,0.0,1.7424822,0.0,0.0,2.004937,0.0,0.0,0.0,2.4858115,5.1172333,0.0,2.007071,0.8655063,4.5030203,1.2968627,0.0,1.7953684,1.5308838,0.0,1.114687,2.869019,1.1185422,0.0,0.0,0.0,1.6644521,0.0,3.316964,5.7385025,1.1083728,0.0,0.0
cladribine,1.2044281,2.9741087,3.867993,3.0853186,0.0,3.4216032,2.3492787,2.2261121,3.9427433,0.9860647,0.0,0.2874281,2.3708937,3.7473428,0.0,0.0,3.3437877,4.569357,4.282601,1.9394931,0.0,0.0,0.0,2.8806505,0.0,0.0,0.895774,0.0,0.0,0.0,0.0,0.0,0.0,1.7599382,0.0,0.0,1.7859768,0.0,0.0,0.0,2.0824301,4.0998473,0.0,2.3413317,0.0,3.1400664,0.7886456,0.0,2.1588185,2.5506427,0.0,1.1227924,2.3302608,1.213394,0.0,0.0,0.0,1.3801563,0.0,2.3143284,4.9256954,1.5051689,0.0,0.0
paroxetine,1.4851407,2.9933512,3.5134556,3.3610086,0.0,4.185921,2.2405176,2.5957036,3.6618366,1.1423388,0.0,1.2671791,2.5697598,3.7740655,0.0,0.0,4.158527,4.776254,4.373911,2.4312725,0.0,0.0,0.0,3.0446308,0.084691264,0.0,1.5467429,0.0,0.0,0.0,0.0,0.0,0.0,1.8826969,0.0,0.0,2.0609486,0.0,0.0,0.0,2.253306,4.7208524,0.0,2.1884005,0.13481753,4.0474095,0.91987234,0.0,2.140362,2.2512162,0.0,0.72843075,2.8395364,0.8997601,0.0,0.0,0.0,1.6255196,0.0,2.9541974,5.5028343,1.261873,0.0,0.0
itraconazole,0.0,1.6035858,0.12690817,1.5617332,0.64129597,1.2929804,0.7445377,0.0,2.0924735,2.1110566,0.0,2.4456239,1.0360157,2.335856,0.0,0.0,3.2745051,1.9838082,1.2099059,0.5543938,0.0,2.3612144,0.0,2.1214063,0.71535695,0.0,2.0677571,0.0,0.0,0.0,0.0,0.0,0.20757541,0.61884946,0.0,0.0,0.6822931,0.0,0.0,0.0,1.992613,3.3619208,0.0,1.0358999,2.354295,3.0865464,2.2204049,0.0,0.46735305,0.0,0.0,2.3476436,1.1215914,2.3422089,0.0,0.0,0.0,1.0066208,0.0,2.5301392,3.7336237,0.8173108,0.0,0.0
sumatriptan,1.6407294,2.9787228,3.9896224,3.183899,0.0,3.95315,2.3532813,2.758014,3.8502471,0.8372964,0.0,0.558823,2.4741004,3.8424916,0.0,0.0,3.6889846,4.750447,4.5271482,2.3290048,0.0,0.0,0.0,2.8885734,0.0,0.015446659,1.0580225,0.0,0.0,0.0,0.0,0.0,0.0,1.9029242,0.0,0.0,1.9675165,0.0,0.0,0.0,2.077511,4.29116,0.0,2.3220284,0.0,3.4778068,0.68808866,0.0,2.2984486,2.6848238,0.0,0.7166011,2.6138873,0.93719316,0.0,0.0,0.0,1.4980111,0.0,2.5294697,5.1647596,1.4268833,0.0,0.0
risperidone,0.43546474,2.9380577,2.3380337,3.4164343,0.0,3.7563255,1.9100918,1.3865108,3.4290888,1.9369782,0.0,2.2330122,2.4923272,3.5215826,0.0,0.0,4.516573,4.4432774,3.6466186,2.0171585,0.0,1.0754962,0.0,3.243409,0.41668397,0.0,2.2496755,0.0,0.0,0.0,0.0,0.0,0.0,1.640545,0.0,0.0,1.9062402,0.0,0.0,0.0,2.5793343,5.1621304,0.0,1.9306808,1.270312,4.54441,1.5376564,0.0,1.6057347,1.1457626,0.0,1.4117101,2.7423182,1.3552848,0.0,0.0,0.0,1.6408151,0.0,3.3957736,5.7085705,1.0660975,0.0,0.0
riluzole,2.019948,2.5394688,4.5000205,2.449471,0.0,3.4348502,2.2186825,3.0707827,3.6155813,0.09802491,0.0,0.0,2.025971,3.672967,0.0,0.0,2.6673713,4.25809,4.3687015,2.160708,0.0,0.0,0.0,2.2097855,0.0,0.65339905,0.22508034,0.0,0.0,0.0,0.0,0.0,0.0,1.7546887,0.0,0.0,1.64233,0.0,0.0,0.0,1.4734932,2.9818497,0.0,2.244629,0.0,2.3277915,0.17637746,0.0,2.4514868,3.2154546,0.0,0.25829658,2.0814056,0.7323581,0.0,0.0,0.0,1.1410121,0.0,1.5617839,3.983385,1.5670946,0.0,0.0
losartan,0.16857937,2.899694,2.1324656,3.3426335,0.0,3.5249352,1.846984,1.0547173,3.415753,2.0703025,0.0,2.2438905,2.4144766,3.4690983,0.0,0.0,4.4466677,4.3175435,3.4574733,1.8370408,0.0,1.3088689,0.0,3.2531228,0.4544588,0.0,2.274888,0.0,0.0,0.0,0.0,0.0,0.0,1.5621966,0.0,0.0,1.8206141,0.0,0.0,0.0,2.6095948,5.112253,0.0,1.9043759,1.4994142,4.459694,1.6841071,0.0,1.4990807,0.9443129,0.0,1.6269577,2.5953135,1.5360353,0.0,0.0,0.0,1.6017715,0.0,3.380315,5.6223807,1.0680057,0.0,0.0
simvastatin,0.31177723,2.9129825,2.2192025,3.3811471,0.0,3.6612952,1.868157,1.2332077,3.407205,2.0038824,0.0,2.269359,2.453589,3.4913304,0.0,0.0,4.502129,4.379204,3.5489995,1.9417177,0.0,1.1975961,0.0,3.2447739,0.44409215,0.0,2.2816017,0.0,0.0,0.0,0.0,0.0,0.0,1.6042186,0.0,0.0,1.868852,0.0,0.0,0.0,2.5961916,5.148046,0.0,1.9075562,1.3882927,4.5256724,1.6102936,0.0,1.5490555,1.0340596,0.0,1.5018425,2.6818264,1.4319153,0.0,0.0,0.0,1.6269714,0.0,3.402045,5.6766872,1.0565641,0.0,0.0
genistein,1.5752395,2.9006598,4.1893473,2.9655645,0.0,3.558825,2.3729908,2.650113,3.9237068,0.66141146,0.0,0.013494812,2.323384,3.798656,0.0,0.0,3.2083392,4.5916343,4.4607224,2.093956,0.0,0.0,0.0,2.7160747,0.0,0.20877904,0.68057233,0.0,0.0,0.0,0.0,0.0,0.0,1.8374369,0.0,0.0,1.8098766,0.0,0.0,0.0,1.9179136,3.8746166,0.0,2.3713858,0.0,2.944483,0.56807446,0.0,2.3336644,2.868766,0.0,0.8185634,2.3273401,1.0438435,0.0,0.0,0.0,1.3462455,0.0,2.1420977,4.7774644,1.5249624,0.0,0.0
sirolimus,0.0,0.8749299,0.0,0.66503567,1.144188,0.43215472,0.28709143,0.0,1.4665223,1.7571452,0.0,1.9373002,0.4540753,1.7552611,0.0,0.0,2.240121,1.0705454,0.46426055,0.051198613,0.0,2.0953207,0.0,1.3400046,0.65710753,0.0,1.5996389,0.0,0.0,0.0,0.599711,0.0,0.86663944,0.20387563,0.0,0.0,0.26032427,0.0,0.0,0.0,1.3617458,2.240864,0.0,0.5343876,2.1049275,2.0608058,2.070034,0.0,0.21133801,0.0,0.0,2.3574274,0.4971946,2.3494146,0.0,0.0,0.0,0.65929466,0.0,1.8829741,2.486147,0.6421761,0.0,0.0
salicylic acid,1.2970344,1.1168338,3.7239835,0.93151695,0.0,1.3819181,1.4336622,1.7571564,2.5231884,0.0,0.014825236,0.0,0.70032215,2.701587,0.0,0.0,0.52836233,2.369733,2.569091,0.9065696,0.0,0.0,0.0,0.7159007,0.0,1.2437859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664855,0.0,0.0,0.45051664,0.0,0.0,0.0,0.334737,0.59163666,0.0,1.5772588,0.0,0.16442098,0.0,0.0,1.6833359,2.6166582,0.0,0.3729647,0.4526473,0.78620684,0.0,0.0,0.0,0.2522016,0.0,0.0,1.2762316,1.4849545,0.0,0.0
sertraline,1.840006,2.8383722,3.7331111,3.150304,0.0,4.233566,2.1960697,2.972238,3.5305789,0.78461415,0.0,0.9702229,2.4533584,3.7101767,0.0,0.0,3.923154,4.655581,4.442004,2.5489209,0.0,0.0,0.0,2.7934656,0.012589043,0.0,1.2884812,0.0,0.0,0.0,0.0,0.0,0.0,1.9134237,0.0,0.0,2.0328968,0.0,0.0,0.0,2.0229435,4.3601465,0.0,2.1467183,0.0,3.74378,0.65778494,0.0,2.240261,2.516684,0.0,0.3845629,2.765289,0.6822797,0.0,0.0,0.0,1.5490173,0.0,2.7024472,5.20114,1.2472794,0.0,0.0
mibefradil,0.0,2.5914323,1.3555679,2.9273758,0.0,2.993438,1.4958372,0.34272033,3.0058265,2.231027,0.0,2.6146693,2.0603502,3.1662261,0.0,0.0,4.393057,3.6641655,2.796389,1.5283586,0.0,1.8387569,0.0,3.0230415,0.59508574,0.0,2.4439645,0.0,0.0,0.0,0.0,0.0,0.0,1.3300946,0.0,0.0,1.514769,0.0,0.0,0.0,2.589367,4.7996106,0.0,1.6558859,1.9818388,4.317563,1.9421573,0.0,1.1609054,0.2100798,0.0,1.8007511,2.2587698,1.7598302,0.0,0.0,0.0,1.5065602,0.0,3.3220372,5.30067,0.9518057,0.0,0.0
perindopril,0.68084085,3.0703743,2.8889859,3.4710236,0.0,3.7726173,2.1427846,1.686369,3.6918263,1.7217549,0.0,1.704327,2.5750914,3.6747036,0.0,0.0,4.2832265,4.638083,3.9653656,2.0586205,0.0,0.6393634,0.0,3.2678573,0.21534017,0.0,1.9063418,0.0,0.0,0.0,0.0,0.0,0.0,1.7114453,0.0,0.0,1.9413779,0.0,0.0,0.0,2.504424,5.037617,0.0,2.1277752,0.86352575,4.2771873,1.3335572,0.0,1.8208215,1.6330233,0.0,1.3676672,2.7274232,1.3100203,0.0,0.0,0.0,1.6165953,0.0,3.1759405,5.66964,1.2361839,0.0,0.0
