Item,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63
oxprenolol,1.9359884,2.7927601,4.306426,2.874935,0.0,3.8116677,2.3265252,3.0537794,3.7638853,0.42953148,0.0,0.040164202,2.298917,3.7871673,0.0,0.0,3.2547343,4.582149,4.551533,2.3230112,0.0,0.0,0.0,2.5756052,0.0,0.333824,0.65047073,0.0,0.0,0.0,0.0,0.0,0.0,1.8930714,0.0,0.0,1.8630517,0.0,0.0,0.0,1.787444,3.7399478,0.0,2.3127606,0.0,2.9674659,0.40511656,0.0,2.4268913,3.0148773,0.0,0.43269327,2.422623,0.7945781,0.0,0.0,0.0,1.3573987,0.0,2.107517,4.685387,1.4768759,0.0,0.0
pancuronium,0.0,2.2432997,0.71231115,2.394268,0.0,2.2830534,1.1630428,0.0,2.6212704,2.2743022,0.0,2.6750355,1.6421765,2.8214095,0.0,0.0,4.078931,2.925264,2.133543,1.1379038,0.0,2.206291,0.0,2.6982439,0.6592107,0.0,2.3857474,0.0,0.0,0.0,0.0,0.0,0.0,1.0579466,0.0,0.0,1.1461197,0.0,0.0,0.0,2.447883,4.258802,0.0,1.427822,2.3052356,3.8661897,2.1053338,0.0,0.8504829,0.0,0.0,2.001002,1.7731583,2.0053256,0.0,0.0,0.0,1.3174114,0.0,3.041975,4.745229,0.88800186,0.0,0.0
phenacetin,1.7938685,1.6981857,4.2717166,1.584818,0.0,2.3597546,1.7648281,2.5561283,3.010799,0.0,0.0,0.0,1.3217251,3.2097673,0.0,0.0,1.4306209,3.2294946,3.503364,1.5593785,0.0,0.0,0.0,1.3081535,0.0,1.1397339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3267192,0.0,0.0,0.99478036,0.0,0.0,0.0,0.7744084,1.5252602,0.0,1.8762687,0.0,1.0247625,0.0,0.0,2.1068993,3.085925,0.0,0.1894323,1.1972935,0.6945951,0.0,0.0,0.0,0.6183686,0.0,0.5840847,2.4084537,1.5939184,0.0,0.0
phenformin,1.5406659,2.3486712,4.368835,2.1209311,0.0,2.588048,2.16233,2.390522,3.5386126,0.11255787,0.0,0.0,1.7291158,3.4601011,0.0,0.0,1.9663234,3.8444781,3.9365358,1.5861027,0.0,0.0,0.0,1.9737927,0.0,0.74559253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5116111,0.0,0.0,1.2439312,0.0,0.0,0.0,1.2883613,2.4343657,0.0,2.21247,0.0,1.6300007,0.21537173,0.0,2.236916,3.070988,0.0,0.6608938,1.5686424,1.02898,0.0,0.0,0.0,0.87962174,0.0,1.0554878,3.3119855,1.6260053,0.0,0.0
phenobarbital,1.8107018,2.596509,4.495329,2.4822335,0.0,3.2359016,2.2694755,2.8301134,3.740393,0.2038557,0.0,0.0,2.0296438,3.6872568,0.0,0.0,2.5621612,4.272159,4.328526,1.994448,0.0,0.0,0.0,2.278445,0.0,0.61972845,0.1698628,0.0,0.0,0.0,0.0,0.0,0.0,1.7092166,0.0,0.0,1.5959681,0.0,0.0,0.0,1.5376298,2.9928606,0.0,2.2933273,0.0,2.2374325,0.24438675,0.0,2.4151719,3.1784158,0.0,0.49751896,1.9956989,0.8869771,0.0,0.0,0.0,1.1276612,0.0,1.5181692,3.9828248,1.626253,0.0,0.0
phenoxybenzamine,1.8585547,2.833596,3.762186,3.1361878,0.0,4.225938,2.2000442,2.9919412,3.5357592,0.7599136,0.0,0.9298473,2.4459605,3.7123957,0.0,0.0,3.896015,4.6516633,4.452214,2.548967,0.0,0.0,0.0,2.7787898,0.0012198174,0.0,1.2589811,0.0,0.0,0.0,0.0,0.0,0.0,1.9158516,0.0,0.0,2.028475,0.0,0.0,0.0,2.0080645,4.330953,0.0,2.1518128,0.0,3.7097166,0.63954526,0.0,2.2511706,2.5451772,0.0,0.37362313,2.7534113,0.67778397,0.0,0.0,0.0,1.5411259,0.0,2.6760194,5.177974,1.2546266,0.0,0.0
phenylbutazone,1.6893387,2.955406,3.8047965,3.2455347,0.0,4.15056,2.2877362,2.8197708,3.7139266,0.9022102,0.0,0.89703095,2.513718,3.805195,0.0,0.0,3.9257386,4.7626343,4.4929953,2.4546754,0.0,0.0,0.0,2.9199624,0.0,0.0,1.2773111,0.0,0.0,0.0,0.0,0.0,0.0,1.9164796,0.0,0.0,2.0332148,0.0,0.0,0.0,2.1204398,4.463175,0.0,2.2425423,0.0,3.7526958,0.74054736,0.0,2.2548132,2.5327706,0.0,0.59952617,2.7522376,0.83610904,0.0,0.0,0.0,1.5640744,0.0,2.7247498,5.3073354,1.3286234,0.0,0.0
phenytoin,1.9310367,2.7224402,4.412394,2.7299154,0.0,3.6271768,2.3177083,3.0223227,3.763827,0.32280135,0.0,0.0,2.2063181,3.762686,0.0,0.0,3.0013015,4.4851203,4.498575,2.225437,0.0,0.0,0.0,2.465994,0.0,0.4581092,0.45797557,0.0,0.0,0.0,0.0,0.0,0.0,1.8372208,0.0,0.0,1.7783949,0.0,0.0,0.0,1.6910393,3.4549496,0.0,2.3136694,0.0,2.7002811,0.32531387,0.0,2.4449568,3.11016,0.0,0.42646834,2.280196,0.80721736,0.0,0.0,0.0,1.2790483,0.0,1.8880112,4.423717,1.5363071,0.0,0.0
pimozide,0.014498271,2.6999965,1.6934726,3.1451118,0.0,3.4117541,1.6126559,0.851208,3.106627,2.106427,0.0,2.569264,2.2421322,3.2803452,0.0,0.0,4.5079727,3.995134,3.136019,1.7964394,0.0,1.5338227,0.0,3.094002,0.5621949,0.0,2.4411285,0.0,0.0,0.0,0.0,0.0,0.0,1.4708638,0.0,0.0,1.7135599,0.0,0.0,0.0,2.5770185,4.994532,0.0,1.713427,1.6904622,4.505157,1.7594553,0.0,1.3251653,0.57102853,0.0,1.5545411,2.5153515,1.5113863,0.0,0.0,0.0,1.5793594,0.0,3.4075894,5.4974194,0.9385124,0.0,0.0
piroxicam,1.0381647,3.0831013,3.410215,3.3887012,0.0,3.788319,2.2856941,2.0799963,3.840666,1.3863099,0.0,1.1389534,2.5569272,3.775408,0.0,0.0,3.9995189,4.733958,4.2220807,2.1080863,0.0,0.13000678,0.0,3.1576521,0.04016103,0.0,1.5048547,0.0,0.0,0.0,0.0,0.0,0.0,1.7856699,0.0,0.0,1.9474598,0.0,0.0,0.0,2.358191,4.735449,0.0,2.255907,0.38855106,3.9091604,1.0920095,0.0,2.0309196,2.1027472,0.0,1.1858902,2.664356,1.2141483,0.0,0.0,0.0,1.5715764,0.0,2.887491,5.4732924,1.3555651,0.0,0.0
prazosin,0.46134433,3.0352986,2.645676,3.4442081,0.0,3.6428194,2.0714998,1.4157047,3.6313298,1.8661801,0.0,1.8512478,2.5346704,3.6091318,0.0,0.0,4.314663,4.536199,3.7929823,1.9427233,0.0,0.8855852,0.0,3.288675,0.2895722,0.0,2.0108638,0.0,0.0,0.0,0.0,0.0,0.0,1.6531746,0.0,0.0,1.892449,0.0,0.0,0.0,2.5516024,5.0684667,0.0,2.07167,1.1056123,4.3161216,1.4712076,0.0,1.7094903,1.3933625,0.0,1.5062147,2.6690097,1.4231591,0.0,0.0,0.0,1.6029695,0.0,3.2417095,5.6429996,1.1959697,0.0,0.0
prednisolone,0.7739857,3.0784955,3.0099614,3.4658432,0.0,3.8001916,2.1766272,1.7928507,3.727814,1.6481733,0.0,1.5974332,2.5805202,3.7041616,0.0,0.0,4.2425675,4.6744504,4.034943,2.0836987,0.0,0.5232342,0.0,3.2513182,0.17884529,0.0,1.8293388,0.0,0.0,0.0,0.0,0.0,0.0,1.7354852,0.0,0.0,1.9524925,0.0,0.0,0.0,2.480874,4.9885263,0.0,2.157093,0.75514525,4.2205677,1.2777297,0.0,1.8726366,1.7394766,0.0,1.3150682,2.7332742,1.2775575,0.0,0.0,0.0,1.6161592,0.0,3.1276374,5.6462245,1.2595562,0.0,0.0
prednisone,0.82017267,3.0795484,3.0500968,3.4663534,0.0,3.8279388,2.185286,1.8462081,3.7325792,1.6200386,0.0,1.5777261,2.5850797,3.7146616,0.0,0.0,4.2440295,4.691159,4.063223,2.1059132,0.0,0.47947288,0.0,3.2438688,0.17081286,0.0,1.8135648,0.0,0.0,0.0,0.0,0.0,0.0,1.7489389,0.0,0.0,1.9620537,0.0,0.0,0.0,2.4732175,4.9795866,0.0,2.1627076,0.7148265,4.2165875,1.2553576,0.0,1.891742,1.7750094,0.0,1.2823952,2.746534,1.2555997,0.0,0.0,0.0,1.6194936,0.0,3.1206954,5.6475434,1.261055,0.0,0.0
probenecid,1.636988,2.9549544,4.091613,3.1054144,0.0,3.8199928,2.3693485,2.7430418,3.8889549,0.75856984,0.0,0.33855888,2.4225197,3.837574,0.0,0.0,3.5092962,4.7040887,4.5231667,2.252595,0.0,0.0,0.0,2.8247743,0.0,0.09862755,0.90581775,0.0,0.0,0.0,0.0,0.0,0.0,1.8865902,0.0,0.0,1.9143124,0.0,0.0,0.0,2.0154667,4.1337805,0.0,2.3489316,0.0,3.2743955,0.6331632,0.0,2.3247273,2.7773342,0.0,0.74481803,2.5120564,0.97184,0.0,0.0,0.0,1.4432317,0.0,2.3805203,5.0242324,1.4698664,0.0,0.0
procainamide,1.9488887,2.5839725,4.5044446,2.4945304,0.0,3.398727,2.2521772,2.9965348,3.683042,0.15426892,0.0,0.0,2.0514936,3.6961133,0.0,0.0,2.6712825,4.299086,4.381551,2.1181169,0.0,0.0,0.0,2.2640886,0.0,0.6260152,0.2273931,0.0,0.0,0.0,0.0,0.0,0.0,1.7522107,0.0,0.0,1.6465238,0.0,0.0,0.0,1.5207211,3.0388324,0.0,2.273222,0.0,2.3401074,0.21126516,0.0,2.4468064,3.2034876,0.0,0.35372755,2.0792377,0.79107964,0.0,0.0,0.0,1.1553156,0.0,1.5819288,4.037976,1.5893915,0.0,0.0
progesterone,1.666079,2.94858,3.7088313,3.2695224,0.0,4.1923966,2.2595475,2.7940838,3.665568,0.95151716,0.0,1.0300363,2.525118,3.7832444,0.0,0.0,4.0072756,4.7562056,4.4566846,2.4752178,0.0,0.0,0.0,2.938928,0.019168407,0.0,1.3663971,0.0,0.0,0.0,0.0,0.0,0.0,1.9102725,0.0,0.0,2.0477796,0.0,0.0,0.0,2.1454968,4.531622,0.0,2.210349,0.0,3.8526118,0.7781962,0.0,2.2221308,2.4489202,0.0,0.5901524,2.791043,0.8204727,0.0,0.0,0.0,1.5848887,0.0,2.7986646,5.357879,1.2925155,0.0,0.0
promethazine,2.038344,2.726067,3.9470704,2.9511478,0.0,4.1394978,2.1782756,3.1713707,3.4871762,0.50936466,0.0,0.6075615,2.3344526,3.6710203,0.0,0.0,3.6295671,4.5385265,4.4741845,2.5500097,0.0,0.0,0.0,2.5842233,0.0,0.14420329,1.0079836,0.0,0.0,0.0,0.0,0.0,0.0,1.9181144,0.0,0.0,1.9656026,0.0,0.0,0.0,1.8309497,4.009577,0.0,2.145809,0.0,3.3870823,0.46370018,0.0,2.3213959,2.7494242,0.0,0.21471068,2.6270962,0.59586334,0.0,0.0,0.0,1.4515811,0.0,2.4222262,4.9005237,1.2773719,0.0,0.0
propafenone,1.2386242,3.0474386,3.3487012,3.4310737,0.0,4.08313,2.2350855,2.3238785,3.7079117,1.3389592,0.0,1.4086219,2.5976973,3.7723012,0.0,0.0,4.2282104,4.7786474,4.279695,2.322907,0.0,0.09747634,0.0,3.1475449,0.12150481,0.0,1.6694659,0.0,0.0,0.0,0.0,0.0,0.0,1.8423601,0.0,0.0,2.0407426,0.0,0.0,0.0,2.357658,4.862203,0.0,2.1905937,0.3658589,4.153436,1.0589058,0.0,2.0554037,2.0738556,0.0,0.942203,2.8310616,1.0359029,0.0,0.0,0.0,1.6394417,0.0,3.04838,5.602723,1.2651051,0.0,0.0
propranolol,2.0242796,2.7225573,4.340862,2.785978,0.0,3.8037057,2.2939737,3.1388712,3.692772,0.33100554,0.0,0.0,2.2485075,3.7519267,0.0,0.0,3.174437,4.5186152,4.5315094,2.345624,0.0,0.0,0.0,2.485165,0.0,0.4039351,0.5823001,0.0,0.0,0.0,0.0,0.0,0.0,1.881026,0.0,0.0,1.8400563,0.0,0.0,0.0,1.7092385,3.5928223,0.0,2.2805147,0.0,2.8771818,0.33415288,0.0,2.441856,3.0636818,0.0,0.31927317,2.391442,0.724342,0.0,0.0,0.0,1.3274441,0.0,2.019515,4.5507994,1.4712175,0.0,0.0
protriptyline,2.1448855,2.6354153,4.1747804,2.755467,0.0,3.956087,2.1921113,3.2621112,3.4910438,0.29272157,0.0,0.2061513,2.2278874,3.649009,0.0,0.0,3.301559,4.4340415,4.470441,2.4716082,0.0,0.0,0.0,2.4075577,0.0,0.35904136,0.70694196,0.0,0.0,0.0,0.0,0.0,0.0,1.8985631,0.0,0.0,1.8639133,0.0,0.0,0.0,1.6553841,3.6275446,0.0,2.1736507,0.0,3.0088346,0.3120509,0.0,2.3901324,2.9613204,0.0,0.11903705,2.471924,0.57389724,0.0,0.0,0.0,1.3455365,0.0,2.1044228,4.56448,1.3585684,0.0,0.0
quercetin,0.9710182,3.0116022,3.5876362,3.1823597,0.0,3.402295,2.309447,1.9644654,3.9046495,1.222629,0.0,0.59707123,2.414501,3.7107909,0.0,0.0,3.52115,4.56341,4.15096,1.8802681,0.0,0.0,0.0,3.000521,0.0,0.0,1.1251276,0.0,0.0,0.0,0.0,0.0,0.0,1.7114029,0.0,0.0,1.7940997,0.0,0.0,0.0,2.202182,4.31927,0.0,2.2993262,0.18162529,3.3761127,0.9695419,0.0,2.0421221,2.2811666,0.0,1.2846822,2.3789814,1.3029557,0.0,0.0,0.0,1.4266874,0.0,2.5055354,5.0802755,1.4569049,0.0,0.0
quinacrine,0.66622615,2.9338706,2.48034,3.4367042,0.0,3.9249346,1.9333405,1.6621072,3.3938096,1.8023665,0.0,2.2175303,2.5282142,3.52829,0.0,0.0,4.540393,4.497769,3.7678592,2.161479,0.0,0.8668587,0.0,3.1914499,0.38654685,0.0,2.215547,0.0,0.0,0.0,0.0,0.0,0.0,1.6938996,0.0,0.0,1.9601197,0.0,0.0,0.0,2.5233665,5.1516504,0.0,1.9244888,1.0639223,4.57776,1.3972112,0.0,1.6785538,1.3005966,0.0,1.2038873,2.8416228,1.183967,0.0,0.0,0.0,1.6561197,0.0,3.378525,5.725934,1.0463526,0.0,0.0
quinidine,1.5033208,3.0032506,3.5917213,3.3480725,0.0,4.1572633,2.2665043,2.616957,3.7044537,1.1068318,0.0,1.1649609,2.565193,3.7950397,0.0,0.0,4.099611,4.787894,4.40672,2.4163456,0.0,0.0,0.0,3.0359313,0.05358893,0.0,1.4795516,0.0,0.0,0.0,0.0,0.0,0.0,1.8891156,0.0,0.0,2.0520844,0.0,0.0,0.0,2.2378068,4.6743755,0.0,2.2169,0.07839867,3.9754405,0.892395,0.0,2.1675718,2.3180537,0.0,0.7378221,2.8135066,0.9126686,0.0,0.0,0.0,1.612214,0.0,2.9012718,5.4707327,1.2915702,0.0,0.0
quinine,1.5033208,3.0032506,3.5917213,3.3480725,0.0,4.1572633,2.2665043,2.616957,3.7044537,1.1068318,0.0,1.1649609,2.565193,3.7950397,0.0,0.0,4.099611,4.787894,4.40672,2.4163456,0.0,0.0,0.0,3.0359313,0.05358893,0.0,1.4795516,0.0,0.0,0.0,0.0,0.0,0.0,1.8891156,0.0,0.0,2.0520844,0.0,0.0,0.0,2.2378068,4.6743755,0.0,2.2169,0.07839867,3.9754405,0.892395,0.0,2.1675718,2.3180537,0.0,0.7378221,2.8135066,0.9126686,0.0,0.0,0.0,1.612214,0.0,2.9012718,5.4707327,1.2915702,0.0,0.0
ranitidine,1.3288349,3.053884,3.6990533,3.3188415,0.0,3.8922198,2.334861,2.4120896,3.8649151,1.1385098,0.0,0.8765277,2.5382664,3.825414,0.0,0.0,3.879608,4.773775,4.388458,2.2227368,0.0,0.0,0.0,3.0560145,0.0,0.0,1.3068348,0.0,0.0,0.0,0.0,0.0,0.0,1.8493605,0.0,0.0,1.9717895,0.0,0.0,0.0,2.2432737,4.5600343,0.0,2.300238,0.07295875,3.7367444,0.9099633,0.0,2.1668503,2.3851538,0.0,0.96801317,2.6628737,1.0836912,0.0,0.0,0.0,1.5513091,0.0,2.7422342,5.3639994,1.3944501,0.0,0.0
reserpine,0.0,2.069135,0.4819271,2.1263742,0.17047767,1.8298595,1.049729,0.0,2.5107744,2.2862287,0.0,2.5776207,1.429998,2.6669185,0.0,0.0,3.7748625,2.600056,1.7601515,0.84479165,0.0,2.3707516,0.0,2.573138,0.6809146,0.0,2.2648118,0.0,0.0,0.0,0.0,0.0,0.0,0.88990664,0.0,0.0,0.94977975,0.0,0.0,0.0,2.3498755,3.9744217,0.0,1.3562639,2.419925,3.5825644,2.2197287,0.0,0.6796226,0.0,0.0,2.279259,1.4985847,2.2558608,0.0,0.0,0.0,1.1939102,0.0,2.8610609,4.4166284,0.9180197,0.0,0.0
ribavirin,1.0919703,2.7327685,3.9240108,2.6198366,0.0,2.763507,2.228266,1.9977669,3.8214293,0.7058712,0.0,0.0,2.0460474,3.5178723,0.0,0.0,2.5577989,4.1260095,4.0055423,1.5909418,0.0,0.0,0.0,2.4965436,0.0,0.2674895,0.38723248,0.0,0.0,0.0,0.0,0.0,0.0,1.5907717,0.0,0.0,1.490901,0.0,0.0,0.0,1.7586619,3.339375,0.0,2.267107,0.0,2.3256493,0.5823553,0.0,2.0953956,2.669469,0.0,1.16119,1.8223543,1.2854458,0.0,0.0,0.0,1.1196926,0.0,1.6963843,4.181784,1.576468,0.0,0.0
riboflavin,0.13831457,2.9475002,2.478689,3.264733,0.0,3.1884542,2.0174599,0.985854,3.6064398,1.935119,0.0,1.6154505,2.3867998,3.4783874,0.0,0.0,3.9940162,4.2913647,3.5251584,1.625569,0.0,1.0423886,0.0,3.2189538,0.26562405,0.0,1.8531368,0.0,0.0,0.0,0.0,0.0,0.0,1.514941,0.0,0.0,1.7215228,0.0,0.0,0.0,2.492021,4.8038306,0.0,2.045443,1.2657368,3.962243,1.5680783,0.0,1.5800133,1.2322991,0.0,1.7700838,2.3739817,1.6367804,0.0,0.0,0.0,1.4809611,0.0,3.0449412,5.3222494,1.2278452,0.0,0.0
rifampin,0.0,1.0958588,0.0,0.93122965,1.0391154,0.6470627,0.43372074,0.0,1.6854259,1.9029847,0.0,2.0794,0.6307404,1.938204,0.0,0.0,2.5308528,1.345578,0.6640145,0.14759812,0.0,2.2173984,0.0,1.5839126,0.66867286,0.0,1.7337186,0.0,0.0,0.0,0.4376229,0.0,0.6896355,0.30789,0.0,0.0,0.36296654,0.0,0.0,0.0,1.5613027,2.5811243,0.0,0.68652326,2.227861,2.3643427,2.1656275,0.0,0.28546056,0.0,0.0,2.4416091,0.67537016,2.4202838,0.0,0.0,0.0,0.76611954,0.0,2.0940957,2.8552155,0.70775527,0.0,0.0
sulfasalazine,0.10183361,2.9371257,2.3076773,3.3031623,0.0,3.3037462,1.9467921,0.95914394,3.5418372,2.0277936,0.0,1.8943173,2.3987918,3.4822457,0.0,0.0,4.1944575,4.3046083,3.4793217,1.6883912,0.0,1.2051526,0.0,3.255503,0.35441846,0.0,2.0457246,0.0,0.0,0.0,0.0,0.0,0.0,1.526917,0.0,0.0,1.7568618,0.0,0.0,0.0,2.5609012,4.952778,0.0,1.9926174,1.4148875,4.1788855,1.6521162,0.0,1.5325993,1.0779319,0.0,1.7617688,2.4539523,1.6365674,0.0,0.0,0.0,1.5323426,0.0,3.2010338,5.4601145,1.1670874,0.0,0.0
selegiline,1.9635227,1.6872092,4.0609016,1.633567,0.0,2.6575887,1.6430938,2.7748482,2.8637688,0.0,0.0,0.0,1.3873419,3.1227374,0.0,0.0,1.7053665,3.208864,3.5231605,1.8021612,0.0,0.0,0.0,1.3390009,0.0,1.0367138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381931,0.0,0.0,1.1327821,0.0,0.0,0.0,0.8226005,1.7064849,0.0,1.7535101,0.0,1.3274418,0.0,0.0,2.082033,2.9840114,0.0,0.0,1.3816762,0.49887905,0.0,0.0,0.0,0.7026512,0.0,0.8139032,2.6089916,1.4880989,0.0,0.0
spironolactone,0.39220232,2.9102442,2.2559834,3.3925252,0.0,3.7318857,1.8706659,1.3311704,3.3887906,1.9622487,0.0,2.2865381,2.467615,3.4932866,0.0,0.0,4.5265427,4.3998747,3.5887673,1.9987445,0.0,1.135196,0.0,3.2293744,0.44015294,0.0,2.2847397,0.0,0.0,0.0,0.0,0.0,0.0,1.6239345,0.0,0.0,1.8913379,0.0,0.0,0.0,2.581835,5.156175,0.0,1.9008021,1.3250281,4.5558634,1.5655895,0.0,1.5713643,1.0773019,0.0,1.4246114,2.7249327,1.3681868,0.0,0.0,0.0,1.637355,0.0,3.40849,5.693865,1.0444363,0.0,0.0
streptozocin,0.94613886,2.843797,3.7309253,2.8304918,0.0,2.9091198,2.255654,1.8627553,3.858303,0.95030236,0.0,0.0,2.1753745,3.5510943,0.0,0.0,2.879141,4.2433906,4.0045433,1.6280231,0.0,0.0,0.0,2.6962464,0.0,0.06891688,0.65124226,0.0,0.0,0.0,0.0,0.0,0.0,1.6125797,0.0,0.0,1.5707417,0.0,0.0,0.0,1.9271368,3.708901,0.0,2.27923,0.0,2.6722894,0.7630972,0.0,2.025104,2.4700873,0.0,1.2951994,1.9820149,1.350811,0.0,0.0,0.0,1.2163099,0.0,1.9796185,4.4995284,1.5397186,0.0,0.0
sulfinpyrazone,0.5287233,2.9538786,2.4260604,3.4388528,0.0,3.824328,1.9393357,1.5011269,3.4423926,1.884138,0.0,2.2029784,2.5187192,3.5413005,0.0,0.0,4.5228124,4.4868135,3.717122,2.0726004,0.0,0.98180455,0.0,3.2381308,0.39558703,0.0,2.222766,0.0,0.0,0.0,0.0,0.0,0.0,1.6664833,0.0,0.0,1.932461,0.0,0.0,0.0,2.5634716,5.1669874,0.0,1.9459809,1.1794891,4.553113,1.4810731,0.0,1.6473318,1.2297051,0.0,1.3424572,2.784747,1.2967683,0.0,0.0,0.0,1.6491157,0.0,3.3868961,5.726378,1.0724498,0.0,0.0
sulindac,1.0968903,3.0376275,3.1336884,3.4629595,0.0,4.075595,2.1727915,2.1673775,3.6417124,1.4727201,0.0,1.6417731,2.6030738,3.7255335,0.0,0.0,4.3427725,4.7364736,4.1707945,2.301499,0.0,0.30070695,0.0,3.187883,0.19179632,0.0,1.8331977,0.0,0.0,0.0,0.0,0.0,0.0,1.8121673,0.0,0.0,2.037109,0.0,0.0,0.0,2.4172213,4.9802275,0.0,2.133158,0.55424494,4.3037457,1.1516145,0.0,1.9667295,1.8794311,0.0,1.0088462,2.8599854,1.0666482,0.0,0.0,0.0,1.6579503,0.0,3.1641264,5.678616,1.2115597,0.0,0.0
tacrine,1.9335604,2.0187805,4.4316506,1.8832558,0.0,2.772781,1.9354421,2.7861958,3.2635317,0.0,0.0,0.0,1.5861207,3.4111993,0.0,0.0,1.8850865,3.6150644,3.8879187,1.8245928,0.0,0.0,0.0,1.6591403,0.0,0.9850209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4938161,0.0,0.0,1.2320389,0.0,0.0,0.0,1.0441213,2.0359516,0.0,2.0462143,0.0,1.4731379,0.01077212,0.0,2.2840097,3.2131171,0.0,0.17668533,1.5376017,0.6997925,0.0,0.0,0.0,0.7980483,0.0,0.939495,2.980617,1.5971423,0.0,0.0
tamoxifen,1.1018481,2.9039555,2.8311281,3.3972921,0.0,4.151124,2.0125086,2.158518,3.3813663,1.4901545,0.0,1.957619,2.5453296,3.5750453,0.0,0.0,4.4552174,4.5802603,3.999975,2.3729463,0.0,0.41832024,0.0,3.0972514,0.29918888,0.0,2.0141492,0.0,0.0,0.0,0.0,0.0,0.0,1.7748307,0.0,0.0,2.0337343,0.0,0.0,0.0,2.3787487,4.994139,0.0,1.9706287,0.6591159,4.4473796,1.1612659,0.0,1.8573633,1.6577607,0.0,0.8541147,2.902073,0.937158,0.0,0.0,0.0,1.6614163,0.0,3.2594903,5.64479,1.0699402,0.0,0.0
testosterone,1.8806125,2.873396,4.0483184,3.080202,0.0,4.0714536,2.2963355,3.0187862,3.7129776,0.6451712,0.0,0.5295213,2.4189417,3.7959592,0.0,0.0,3.6542194,4.687426,4.557623,2.4577734,0.0,0.0,0.0,2.7461572,0.0,0.1087202,1.000314,0.0,0.0,0.0,0.0,0.0,0.0,1.9308128,0.0,0.0,1.9798611,0.0,0.0,0.0,1.9548047,4.1507416,0.0,2.264653,0.0,3.4176977,0.55592453,0.0,2.3493333,2.781634,0.0,0.45645076,2.629643,0.767805,0.0,0.0,0.0,1.4792954,0.0,2.4637837,5.04893,1.374713,0.0,0.0
tetracycline,0.0,2.685311,1.6153414,2.9469748,0.0,2.7169454,1.6459098,0.17351003,3.2643337,2.2528143,0.0,2.0878608,2.097916,3.2049477,0.0,0.0,4.019321,3.7602847,2.845513,1.278361,0.0,1.7551402,0.0,3.0844529,0.47883487,0.0,2.1502724,0.0,0.0,0.0,0.0,0.0,0.0,1.2993264,0.0,0.0,1.472715,0.0,0.0,0.0,2.5443413,4.667234,0.0,1.7894348,1.9289815,3.9440942,1.933295,0.0,1.206531,0.4553208,0.0,2.0878553,2.0778718,1.9581176,0.0,0.0,0.0,1.4190739,0.0,3.10465,5.115452,1.0783422,0.0,0.0
dronabinol,1.6887084,2.932473,3.6949344,3.2587745,0.0,4.210319,2.245776,2.8176074,3.6373935,0.9370338,0.0,1.04929,2.5185623,3.7699544,0.0,0.0,4.014024,4.7429543,4.4497657,2.492183,0.0,0.0,0.0,2.9228754,0.02635793,0.0,1.3740315,0.0,0.0,0.0,0.0,0.0,0.0,1.9105976,0.0,0.0,2.0501378,0.0,0.0,0.0,2.1335933,4.523114,0.0,2.1954243,0.0,3.8595424,0.7681532,0.0,2.21954,2.4433918,0.0,0.55716616,2.797341,0.7964052,0.0,0.0,0.0,1.5850248,0.0,2.8013391,5.3482447,1.2789292,0.0,0.0
theophylline,1.6245724,1.8853515,4.351982,1.6675363,0.0,2.2562695,1.9353751,2.3578587,3.180318,0.0,0.0,0.0,1.3768746,3.2684796,0.0,0.0,1.4385886,3.3635333,3.5772471,1.4249837,0.0,0.0,0.0,1.4738092,0.0,1.0448511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3398709,0.0,0.0,0.96952826,0.0,0.0,0.0,0.88492054,1.6824543,0.0,2.0335426,0.0,1.0370648,0.017804889,0.0,2.1472316,3.09507,0.0,0.44828755,1.2213573,0.8740771,0.0,0.0,0.0,0.6414961,0.0,0.6024079,2.5247562,1.597795,0.0,0.0
